index,mp_id,formula,natoms,energy_pa,n_nodes,n_edges,avg_degree,std_degree,avg_clustering,density
218,mp-1177711,Li3Co2Si3O10,36,-2.558971809305556,36,244,13.555555555555555,1.2347839317162703,0.7052521552521553,0.3873015873015873
219,mp-1180659,KSe3,8,-0.44741650844531256,8,19,4.75,0.4330127018922193,0.5916666666666666,0.6785714285714286
220,mp-1217836,TaVSi4,18,-0.4583577927777777,18,72,8.0,0.0,0.6785714285714287,0.47058823529411764
221,mp-1045965,MgSnO2,16,-2.152580425625,16,69,8.625,1.5761900266148114,0.6493326118326118,0.575
222,mp-1226729,CdHgSe2,4,-0.41122090554687496,4,4,2.0,0.0,0.0,0.6666666666666666
223,mp-1210713,Mn13Fe(SiO11)2,38,-2.1937634260521044,38,365,19.210526315789473,2.237925434259926,0.6376118138013203,0.519203413940256
224,mp-1195797,Hg2Sb7H2Xe3F59,146,-2.015386362362329,146,996,13.643835616438356,2.5177172908290735,0.44386179225018846,0.09409541804440245
225,mp-1200244,SbN6(O3F)3,38,-0.2052951157421057,38,246,12.947368421052632,1.3562209186026444,0.46382039013617965,0.34992887624466573
226,mp-1229329,Ba2TaH13C8O23,188,-1.7668826039002126,188,2220,23.617021276595743,2.9503205126234815,0.42790656660035403,0.1262942314256457
227,mp-1186966,Sc2ZnIn,4,-0.39316874458333295,4,6,3.0,0.0,1.0,1.0
228,mp-1195402,H10C5NO6,44,-0.9543111384013637,44,515,23.40909090909091,1.4032135491302846,0.6379121997896701,0.5443974630021141
229,mp-1221311,Na4Eu2P4Pb,22,-0.5197805353246746,22,117,10.636363636363637,2.6379305688267105,0.5545954045954046,0.5064935064935064
230,mp-1189578,VNO3,20,-0.41580177322600065,20,86,8.6,1.019803902718557,0.6457142857142857,0.45263157894736844
231,mp-1177325,Li4Nb2V3Co3O16,28,-2.369228009438775,28,244,17.428571428571427,1.3477115902938006,0.7023621729393513,0.6455026455026455
232,mp-1226964,Cd2MoWO8,12,-1.8985375272916667,12,66,11.0,0.0,1.0,1.0
233,mp-1208378,TbCu5Sn,28,-0.2579371901190467,28,156,11.142857142857142,1.6413036132965795,0.5426922284065141,0.4126984126984127
234,mp-1220587,Nb3V3Ge2,8,-0.2242331783035727,8,27,6.75,0.4330127018922193,0.9642857142857143,0.9642857142857143
235,mp-861964,LiLu2Ir,4,-0.6634480574999992,4,6,3.0,0.0,1.0,1.0
236,mp-1102554,CuClO,12,-0.7525344556699997,12,66,11.0,0.0,1.0,1.0
237,mp-1041710,V3Zn3(AsO4)4,52,-1.8132746257692303,52,418,16.076923076923077,1.2379597645716216,0.5494573865048982,0.3152337858220211
238,mp-1218024,Ta2Ti2NbC5,10,-0.6491869809226187,10,30,6.0,0.0,0.5999999999999999,0.6666666666666666
239,mp-1219605,RbAlSi3O8,26,-3.258103192334217,26,211,16.23076923076923,2.422771653542096,0.6555587574818342,0.6492307692307693
240,mp-1219390,Sm2Ga2Fe15,19,-0.08521028710526486,19,123,12.947368421052632,1.2343199367956394,0.7154845154845157,0.7192982456140351
241,mp-1201319,CoCBrN4O3,40,0.6001853745479984,40,258,12.9,1.0440306508910548,0.5935464535464537,0.33076923076923076
242,mp-1228810,AsIrSe,12,-0.5056655478645832,12,56,9.333333333333334,1.699673171197595,0.894949494949495,0.8484848484848485
243,mp-1186389,PaAlFe2,4,-0.2171243650000001,4,6,3.0,0.0,1.0,1.0
244,mp-1205529,Tm4Ni2C5,11,-0.40317533852272774,11,35,6.363636363636363,0.77138921583987,0.6510822510822512,0.6363636363636364
245,mp-1186526,Pm3Pr,4,0.012040509374999786,4,6,3.0,0.0,1.0,1.0
246,mp-1183087,Ac3Lu,4,0.06460711499999938,4,6,3.0,0.0,1.0,1.0
247,mp-1113795,Rb2CuRuF6,10,-2.2386221882829656,10,40,8.0,0.0,0.857142857142857,0.8888888888888888
248,mp-1229042,Al9Fe2(SiO6)4,39,-3.184578690000001,39,423,21.692307692307693,1.361632620241206,0.6006714465295703,0.5708502024291497
249,mp-1190015,NaNbO3,20,-2.8289558661785725,20,138,13.8,1.32664991614216,0.7383999333999338,0.7263157894736842
250,mp-1185995,MnPd2Au,4,-0.19523538500000015,4,6,3.0,0.0,1.0,1.0
251,mp-1102359,PbO2,12,-1.1855397016666671,12,56,9.333333333333334,0.4714045207910317,0.8222222222222223,0.8484848484848485
252,mp-1196466,ZrS2O9,48,-2.117202029322917,48,356,14.833333333333334,1.9075871903765995,0.5199610438581025,0.31560283687943264
253,mp-1104364,Cd(BrO2)2,14,-0.12751305571428517,14,52,7.428571428571429,1.6781914463529612,0.6027210884353742,0.5714285714285714
254,mp-1224559,Hf20Co5P11,36,-0.9904121014880948,36,156,8.666666666666666,0.6666666666666666,0.4516754850088183,0.24761904761904763
255,mp-1204276,Zn3H6C6(IO6)2,116,-1.2610922031627585,116,946,16.310344827586206,3.873904279128817,0.4455677552143636,0.14182908545727135
256,mp-1221763,Mn7SnN2,10,-0.15101089897599707,10,37,7.4,0.4898979485566356,0.7857142857142856,0.8222222222222222
257,mp-1208906,Sn2IF2,10,-1.5712916454759995,10,32,6.4,0.7999999999999999,0.700952380952381,0.7111111111111111
258,mp-1202197,SnH14C4(NCl2)2,50,-0.5876337665391986,50,438,17.52,1.699882348870062,0.5821208725914608,0.3575510204081633
259,mp-1079667,Tm2CoGe2,10,-0.7520222319999995,10,37,7.4,0.4898979485566356,0.7809523809523808,0.8222222222222222
260,mp-1222986,Li3Fe(MoO4)3,76,-2.1793837242105263,76,590,15.526315789473685,1.3325251474918063,0.5047699849170438,0.20701754385964913
261,mp-1200899,Cs2GaP4H3O14,48,-2.447744926014385,48,336,14.0,1.7320508075688772,0.6039778440513739,0.2978723404255319
262,mp-1045475,YMn2O4,14,-2.655008930988571,14,91,13.0,0.0,1.0,1.0
263,mp-1203077,Na3CoC2ClO6,52,-1.9019525554430765,52,528,20.307692307692307,2.9190255324631194,0.4539757725112415,0.39819004524886875
264,mp-1180932,LaMnO3,20,-2.5221229964420004,20,90,9.0,0.0,0.6333333333333332,0.47368421052631576
265,mp-1179411,U2O5F8,60,-2.6876517848846664,60,340,11.333333333333334,2.1499353995462793,0.4754197654197647,0.192090395480226
266,mp-1179754,RbBi3S5,36,-0.789335805073037,36,100,5.555555555555555,1.0657403385139377,0.33703703703703713,0.15873015873015872
267,mp-1214964,Ca21(Cd2Bi9)2,86,-0.7609458484883717,86,398,9.255813953488373,1.036385114193358,0.26807107621061105,0.10889192886456908
268,mp-1093589,ZnSbRu2,4,2.6440100699999998,4,4,2.0,0.0,0.0,0.6666666666666666
269,mp-1207931,V3BO5,36,-2.4656929722685184,36,228,12.666666666666666,0.9428090415820634,0.5248085248085251,0.3619047619047619
270,mp-1213318,EuUO3,20,-3.472860132250001,20,130,13.0,1.5491933384829668,0.6829792429792427,0.6842105263157895
271,mp-1214582,Co2BP3(H3O7)2,104,-2.084920108550586,104,1292,24.846153846153847,2.213460703067409,0.5202034872315122,0.24122479462285287
272,mp-1213115,CsYbMnSe3,12,-1.1744533928313572,12,28,4.666666666666667,1.1055415967851332,0.5888888888888889,0.42424242424242425
273,mp-1203128,Fe(SiO3)2,36,-2.6379565908333333,36,214,11.88888888888889,1.4487116456005886,0.7110247776914445,0.3396825396825397
274,mp-1228392,Ba2CePbO6,10,-2.88852610875,10,43,8.6,0.4898979485566356,0.9523809523809523,0.9555555555555556
275,mp-1189680,Na2BN,16,-0.15731307788666715,16,80,10.0,1.7320508075688772,0.8012820512820514,0.6666666666666666
276,mp-1110721,Rb2NdCuBr6,10,-1.4857045768189656,10,36,7.2,0.9797958971132713,0.7485714285714287,0.8
277,mp-1211805,Pr8Sb14Rh17,78,-0.8069082960256413,78,466,11.948717948717949,2.1357604536368,0.36472043542179283,0.15517815517815517
278,mp-1210923,Li2FeGeO4,16,-2.204585520625,16,112,14.0,0.0,0.9230769230769232,0.9333333333333333
279,mp-1209732,Pr2Al2Ge,10,-0.6411783329999998,10,20,4.0,0.0,0.5,0.4444444444444444
280,mp-1205836,Ba2LuMoO6,10,-3.1270036987500007,10,40,8.0,0.0,0.857142857142857,0.8888888888888888
281,mp-1186624,PmGdIn2,4,-0.4757287885416668,4,6,3.0,0.0,1.0,1.0
282,mp-1222525,LiAlGeO4,42,-2.72875705452381,42,420,20.0,0.0,0.4947368421052632,0.4878048780487805
283,mp-1218934,Sr10Fe4Co(MoO6)5,50,-2.5886087835499993,50,457,18.28,3.1435012327021603,0.46435209079818024,0.3730612244897959
284,mp-1041518,Ca(WO2)2,14,-2.050505615714285,14,86,12.285714285714286,0.45175395145262565,0.9383949383949385,0.945054945054945
285,mp-1202291,BiB4(HO3)3,34,-2.317773990222158,34,304,17.88235294117647,1.7109458320292923,0.5889082929353373,0.5418894830659536
286,mp-1173447,Rb2SbN2(O2F)3,56,-1.8546944429656895,56,382,13.642857142857142,1.4445534582969062,0.4496301317729885,0.24805194805194805
287,mp-1180094,NaZnMoO5,32,-1.80186318703125,32,262,16.375,0.9921567416492215,0.5810282446311859,0.5282258064516129
288,mp-1213569,Eu2Ni7,36,-0.15802227527777843,36,166,9.222222222222221,0.532870169256969,0.6457231040564375,0.2634920634920635
289,mp-1204336,KAlBP2O9,56,-2.783365527157314,56,556,19.857142857142858,2.4159335036125373,0.5060964133243621,0.36103896103896105
290,mp-1198672,OsSeS3Cl4,36,-0.7932901982023614,36,194,10.777777777777779,2.148786622868191,0.5136354386354387,0.30793650793650795
291,mp-1044387,MgFe3O7,44,-1.598135226704546,44,336,15.272727272727273,1.3545149477955762,0.5148176385018489,0.35517970401691334
292,mp-1220586,Nb3V3Ir2,8,-0.37976102080357244,8,27,6.75,0.4330127018922193,0.9642857142857143,0.9642857142857143
293,mp-1213928,Cs2B12H4F9,108,-1.574597265096437,108,1052,19.48148148148148,2.9106492895390375,0.5285515239615537,0.1820699203876774
294,mp-1215680,ZnCr4CdS8,14,-1.0943638730357148,14,62,8.857142857142858,2.0303814862216996,0.738095238095238,0.6813186813186813
295,mp-1225766,DyThFe6,24,-0.0754751187500003,24,100,8.333333333333334,0.6236095644623235,0.6749338624338623,0.36231884057971014
296,mp-862955,PmSbRh2,4,-0.6294428856250001,4,6,3.0,0.0,1.0,1.0
297,mp-1192874,NaAgS2O3,28,-1.6205861274107147,28,208,14.857142857142858,1.8844151368961313,0.5732883363135464,0.5502645502645502
298,mp-1205988,La2NiWO6,10,-2.5398214585000014,10,43,8.6,0.4898979485566356,0.9523809523809523,0.9555555555555556
299,mp-1174539,Li7Mn2(CoO4)3,24,-1.9201905698716668,24,232,19.333333333333332,0.4714045207910317,0.8290448343079923,0.8405797101449275
300,mp-1188286,Tb2Ge5Rh3,20,-0.7958361996666667,20,122,12.2,1.939071942966532,0.6474458874458874,0.6421052631578947
301,mp-1199182,KCu2SbSe3,56,-0.44507699929017874,56,262,9.357142857142858,1.630387458644761,0.41472376829519714,0.17012987012987013
302,mp-1180715,Na3AsH16(SO2)4,128,-1.3038622918490619,128,1500,23.4375,1.9754350786598884,0.45016128661151533,0.1845472440944882
303,mp-1226303,CrAgSnSe4,14,-0.3895340149107146,14,60,8.571428571428571,1.9166296949998196,0.7174603174603174,0.6593406593406593
304,mp-1204198,Lu2(SO5)3,80,-1.8711731689218751,80,644,16.1,2.4779023386727737,0.42429570973999897,0.20379746835443038
305,mp-1218133,Ta3Co8Si,12,-0.18707399666666666,12,51,8.5,0.5,0.7400793650793651,0.7727272727272727
306,mp-1217986,SrCd3S4,8,-1.22025354015625,8,13,3.25,0.6614378277661477,0.4375,0.4642857142857143
307,mp-1195954,Ho2HfS5,32,-2.2895372750390637,32,198,12.375,2.057759704144291,0.5698384948384947,0.39919354838709675
308,mp-1219517,ReMo3,4,0.30283147812500033,4,4,2.0,0.0,0.0,0.6666666666666666
309,mp-1175848,Li9Mn2Co5O16,32,-1.8557838353724998,32,310,19.375,0.4841229182759271,0.6642543859649123,0.625
310,mp-1040986,Mg(FeO2)2,42,-2.2298516821428573,42,369,17.571428571428573,1.178030178747903,0.6722001081134203,0.42857142857142855
311,mp-1181623,CuTeNO4,28,-0.7763288614114278,28,160,11.428571428571429,3.0169588688489823,0.6310748775034488,0.42328042328042326
312,mp-1045637,AlCu3(BiO3)4,20,-1.2049447232500001,20,178,17.8,1.4696938456699067,0.9378947368421053,0.9368421052631579
313,mp-1103666,CeVO4,12,-3.1443437441666675,12,66,11.0,0.0,1.0,1.0
314,mp-1217332,Th2CN,4,-1.0406739102824982,4,6,3.0,0.0,1.0,1.0
315,mp-1196747,PuB7IO14,92,-2.5268715766757244,92,812,17.652173913043477,3.4465949882793763,0.5139523900965554,0.1939799331103679
316,mp-1203426,LiZnAsO5,32,-1.4723437323437496,32,226,14.125,1.165922381636102,0.5597527472527469,0.45564516129032256
317,mp-1193662,Sr(ErS2)2,28,-2.514034086607143,28,98,7.0,1.1952286093343936,0.46473922902494336,0.25925925925925924
318,mp-1177446,Li4Fe2Ni3Te(PO4)6,40,-2.245705106571428,40,393,19.65,3.2523068735898835,0.548309943014614,0.5038461538461538
319,mp-1201491,Lu6H40N8O49,103,-1.6713044119911646,103,1417,27.514563106796118,2.4210407682146404,0.44710244409036415,0.26975061869407957
320,mp-1209946,NbCrS5,14,-1.164547748922194,14,48,6.857142857142857,1.124858267715973,0.5324263038548752,0.5274725274725275
321,mp-1101619,Nd3O2F5,20,-4.115107009595,20,68,6.8,0.8717797887081347,0.6291666666666667,0.35789473684210527
322,mp-1043098,MgMnNiP2O9,56,-2.345850827071122,56,548,19.571428571428573,1.2371791482634837,0.595669846886123,0.35584415584415585
323,mp-1208621,SrGa4Au3,8,-0.45491661500000014,8,19,4.75,0.6614378277661477,0.625,0.6785714285714286
324,mp-1213385,Cu2H5C3N3O5,36,-0.931209715707777,36,417,23.166666666666668,1.892969448600091,0.6846251828517276,0.6619047619047619
325,mp-1216943,TiNb(PO4)3,34,-2.9781412600140054,34,276,16.235294117647058,4.452750792417779,0.5874552494794711,0.4919786096256685
326,mp-1197332,Fe2Co(AsO7)2,38,-0.7907395446052627,38,310,16.31578947368421,1.6239209074254222,0.563437340274557,0.44096728307254623
327,mp-1219550,SbHC2O5,36,-1.560430759707777,36,316,17.555555555555557,1.640535895581489,0.6632365751818801,0.5015873015873016
328,mp-1198391,LaAgAs2,32,-0.8303178718749997,32,140,8.75,1.3919410907075054,0.5810515873015873,0.28225806451612906
329,mp-1190488,Al4CdO7,24,-3.113220291145833,24,213,17.75,1.0103629710818451,0.7593878487067344,0.7717391304347826
330,mp-1217267,ThHg,2,-0.09821888999999961,2,1,1.0,0.0,0.0,1.0
331,mp-1184584,GeAu3,4,0.06252301125000015,4,6,3.0,0.0,1.0,1.0
332,mp-1191367,Pr3CoGe2,24,-0.6327104708333339,24,84,7.0,1.1547005383792515,0.46044973544973544,0.30434782608695654
333,mp-1214150,Ca2Bi3(PO4)3,40,-2.489103925321429,40,314,15.7,0.9000000000000001,0.4686094053005821,0.4025641025641026
334,mp-1203415,Ba2CaV2CoF14,40,-3.5490467435830007,40,280,14.0,0.9486832980505138,0.6348672161172164,0.358974358974359
335,mp-1178643,ZnCrCu3Se4,9,-0.24098396548611195,9,29,6.444444444444445,1.5713484026367723,0.873015873015873,0.8055555555555556
336,mp-1222582,Li4GeS4,36,-1.3322213648611105,36,208,11.555555555555555,0.9558139185602919,0.533333333333333,0.33015873015873015
337,mp-1176325,Na6Fe3(PO4)4,58,-2.452288146847291,58,549,18.93103448275862,2.007417872803846,0.5290266521712139,0.33212341197822143
338,mp-1228234,Ba3SrEr2(MoO6)2,20,-3.133956939750001,20,118,11.8,0.9797958971132711,0.6476923076923076,0.6210526315789474
339,mp-1201693,CaAl2(Si2O7)2,42,-2.841465347738096,42,305,14.523809523809524,1.9178124348192636,0.4947423724734646,0.35423925667828104
340,mp-1218727,Sr2PrCu3(PbO4)2,16,-2.0436953256249994,16,51,6.375,1.2183492931011204,0.6188988095238095,0.425
341,mp-1174778,Li5Mn3O8,16,-2.1279050645550006,16,112,14.0,0.0,0.9230769230769232,0.9333333333333333
342,mp-1184137,DyTmIn2,4,-0.43136594916666704,4,6,3.0,0.0,1.0,1.0
343,mp-1187294,Tb3Ho,4,0.01645052124999946,4,6,3.0,0.0,1.0,1.0
344,mp-1183764,CeLuMg2,4,0.008959567499999821,4,6,3.0,0.0,1.0,1.0
345,mp-1225380,Dy6Mg(GeS7)2,23,-1.9704679616032614,23,131,11.391304347826088,1.6349213632141881,0.5488497010236141,0.5177865612648221
346,mp-1044564,Al4Si2Ni13(SbO14)2,49,-1.8736585517346944,49,513,20.93877551020408,1.8116196751977263,0.5590028417282886,0.4362244897959184
347,mp-1180977,K2Os(NO5)2,60,-0.7677433167173329,60,434,14.466666666666667,2.186829262247563,0.5002638320285375,0.24519774011299436
348,mp-1179530,SmInCu,9,-0.38598087416666654,9,33,7.333333333333333,0.9428090415820634,0.9285714285714286,0.9166666666666666
349,mp-1101364,TiCo(PO4)2,36,-2.6720000314682557,36,343,19.055555555555557,3.6128201084198017,0.5840944897496922,0.5444444444444444
350,mp-1192721,La3IrBr3,28,-1.5264100696428575,28,78,5.571428571428571,1.3997084244475304,0.0693877551020408,0.20634920634920634
351,mp-1208765,Sr2TmGaCu2O7,26,-2.517557354519231,26,185,14.23076923076923,1.716608738801646,0.7112195496810881,0.5692307692307692
352,mp-1220582,Nd(ScSi)4,36,-0.7813036938888894,36,230,12.777777777777779,1.930905244109196,0.6111135777802444,0.36507936507936506
353,mp-1212273,Os(SCl4)6,31,-0.46662094282629046,31,70,4.516129032258065,2.339988526880276,0.5392729134664619,0.15053763440860216
354,mp-1184737,Ho2ReC2,20,-0.44143162899999877,20,104,10.4,1.0198039027185568,0.5756565656565656,0.5473684210526316
355,mp-1220365,NbVC2,4,-0.36399716241071545,4,6,3.0,0.0,1.0,1.0
356,mp-1188037,Zr3Br,8,0.20857799124999943,8,24,6.0,0.0,0.7999999999999999,0.8571428571428571
357,mp-1214594,Ba2YCuO5,18,-2.5309991218055554,18,107,11.88888888888889,1.523478800089121,0.7014744514744513,0.6993464052287581
358,mp-1218770,Sr2NdSmMn4O12,20,-2.7460234049419996,20,140,14.0,1.2649110640673518,0.7516866466866468,0.7368421052631579
359,mp-1184143,DyTm3,8,-0.0026171824999998705,8,24,6.0,0.0,0.7999999999999999,0.8571428571428571
360,mp-1181352,Mo2H12C4N2O15,70,-1.4097497987699998,70,746,21.314285714285713,2.0808161664037854,0.5666777920782498,0.30890269151138716
361,mp-1094904,Ce3Mg,4,0.10934255500000045,4,6,3.0,0.0,1.0,1.0
362,mp-1208860,SmAl3(BO3)4,20,-3.257679270208333,20,190,19.0,0.0,1.0,1.0
363,mp-1224413,H3Pd4,7,-0.1356524422657144,7,18,5.142857142857143,0.3499271061118826,0.7999999999999999,0.8571428571428571
364,mp-1046495,Sr2AlCu2BiO7,26,-2.1915057637500004,26,175,13.461538461538462,2.5605103041681905,0.6889213350751813,0.5384615384615384
365,mp-1204701,Cd(NO3)2,36,-0.31233406191777785,36,280,15.555555555555555,1.892154040658489,0.4796621182586096,0.4444444444444444
366,mp-1198851,K4Cu(IO10)2,54,-0.4900915758148154,54,368,13.62962962962963,1.494388222357927,0.4045444751327103,0.25716282320055905
367,mp-1025168,RuF6,7,-1.9239140660200005,7,21,6.0,0.0,1.0,1.0
368,mp-1076858,Sr7CaFe7CoO24,40,-2.2862174560000006,40,364,18.2,2.4,0.5625087189025809,0.4666666666666667
369,mp-1224612,Hf20(FeSb3)3,32,-0.4402944610937496,32,176,11.0,1.5811388300841898,0.6305604118104118,0.3548387096774194
370,mp-1225391,Fe3Co3Ge2,8,-0.0412872037500005,8,28,7.0,0.0,1.0,1.0
371,mp-1103998,Fe(Mo3S4)2,15,-0.9178235381666667,15,80,10.666666666666666,1.1925695879998877,0.7701443001443001,0.7619047619047619
372,mp-1204590,ErSi3Ni5,36,-0.7191363394444442,36,202,11.222222222222221,1.547598697464902,0.6739421072754408,0.32063492063492066
373,mp-1207683,TmMnSi,12,-0.5372531050000001,12,50,8.333333333333334,1.247219128924647,0.753968253968254,0.7575757575757576
374,mp-1212771,LaH23C4N6(Cl2O5)2,96,-1.2216371320433328,96,1158,24.125,2.403339690236623,0.5495584926837142,0.25394736842105264
375,mp-1183381,Ba2ZnIn,4,-0.28745637958333337,4,4,2.0,0.0,0.0,0.6666666666666666
376,mp-2533,NbO2,6,-2.8590973232142844,6,15,5.0,0.0,1.0,1.0
377,mp-891880,AgGeO3,80,-1.3539601644999997,80,664,16.6,1.8000000000000003,0.3976927802160003,0.21012658227848102
378,mp-1181183,K3B3O10,64,-1.686833212749999,64,476,14.875,1.79843682124227,0.5121846597030418,0.2361111111111111
379,mp-1110858,K2AgMoCl6,10,-1.556285730556,10,36,7.2,0.9797958971132713,0.7485714285714287,0.8
380,mp-1220412,NbCuSe2,8,-0.5469080548325893,8,12,3.0,0.0,0.5,0.42857142857142855
381,mp-1211680,K4Al2O,14,0.01312401810714243,14,40,5.714285714285714,1.979486637221574,0.4081632653061225,0.43956043956043955
382,mp-1212091,HoAsSe,12,-1.4303547345312495,12,28,4.666666666666667,0.4714045207910316,0.5888888888888889,0.42424242424242425
383,mp-1105916,FeSO7,18,-0.9382904930902782,18,117,13.0,0.816496580927726,0.75002775002775,0.7647058823529411
384,mp-1189291,Sr(SO3)2,18,-1.0689832289583339,18,99,11.0,0.816496580927726,0.5874298540965206,0.6470588235294118
385,mp-1207437,Zr9Re4O3,32,-1.305044239921875,32,222,13.875,2.0879116360612584,0.49491394022644025,0.4475806451612903
386,mp-1044527,PrMgV2O6,20,-2.92148943975,20,162,16.2,0.9797958971132712,0.8460644257703083,0.8526315789473684
387,mp-623098,Ca2FeWO6,20,-2.5682665755,20,140,14.0,1.2649110640673518,0.751686646686647,0.7368421052631579
388,mp-1196322,CaCu10Te4(As2O17)2,53,-1.2080859151415098,53,482,18.18867924528302,1.9431214313872438,0.4689291947221729,0.3497822931785196
389,mp-1217305,ThAl2Ni3,6,-0.5341786250000004,6,15,5.0,0.0,1.0,1.0
390,mp-1183585,CaHoZn2,4,-0.2919480462499999,4,6,3.0,0.0,1.0,1.0
391,mp-1216002,YTh(B2Ru3)2,12,-0.48555556722222093,12,44,7.333333333333333,0.7453559924999298,0.6719576719576721,0.6666666666666666
392,mp-1214023,Ca3Ga3Ge3O14,23,-2.5173732827173914,23,188,16.347826086956523,1.0470951807645474,0.7302612349287542,0.7430830039525692
393,mp-1207620,Yb4MgCu,24,-0.1455033095833332,24,156,13.0,2.0,0.559046509046509,0.5652173913043478
394,mp-1206511,Cs2ZrI6,9,-1.2613615624904218,9,6,1.3333333333333333,1.699673171197595,0.0,0.16666666666666666
395,mp-1216250,Y4US5O3,52,-2.9713788999278847,52,214,8.23076923076923,1.475640468711606,0.49282384282384306,0.16138763197586728
396,mp-1211543,LaAlRh,24,-0.831427817083334,24,94,7.833333333333333,1.4624940645653537,0.6453703703703703,0.34057971014492755
397,mp-1197593,K4NiP6O25,36,-1.7243605432251978,36,251,13.944444444444445,2.5813911456642096,0.5976381280302848,0.3984126984126984
398,mp-1218571,Sr3Li4Nb6O20,33,-3.0523619308441554,33,230,13.93939393939394,2.373328999903185,0.6537224708347704,0.4356060606060606
399,mp-1190964,TePd4,25,-0.024359432400000287,25,136,10.88,0.863481325796916,0.4058181818181821,0.4533333333333333
400,mp-1214606,Ba3Nd(BO2)9,62,-3.1310930543548388,62,612,19.741935483870968,2.2571426689723744,0.6375826242372766,0.32363828662083555
401,mp-1181403,FeN2Cl5O,36,0.14140304390999997,36,148,8.222222222222221,1.3966450099973926,0.5092592592592591,0.23492063492063492
402,mp-1189015,Er5Si3C,18,-0.6343272748611118,18,114,12.666666666666666,1.247219128924647,0.702131202131202,0.7450980392156863
403,mp-1215430,Zn2SeS,4,-0.9145376331640627,4,6,3.0,0.0,1.0,1.0
404,mp-1221242,Na3(CoO2)4,15,-1.4282072336666678,15,101,13.466666666666667,0.498887651569859,0.958974358974359,0.9619047619047619
405,mp-1215560,Zr3NbZn8,12,-0.23448144351190456,12,50,8.333333333333334,0.4714045207910317,0.7195767195767196,0.7575757575757576
406,mp-1206162,Y2Cl2O,5,-1.7318442855540006,5,5,2.0,0.0,0.0,0.5
407,mp-631553,Ga2BSb,4,0.9242302570833334,4,6,3.0,0.0,1.0,1.0
408,mp-1194559,Co2Br3N7O2,28,0.8016414789885705,28,140,10.0,1.3627702877384937,0.5612038754895897,0.37037037037037035
409,mp-1218819,Sr2Gd2TlNi2O9,16,-2.406394941015625,16,49,6.125,0.5994789404140899,0.6678571428571427,0.4083333333333333
410,mp-1204479,Na(SeO3)4,34,-0.977885427316177,34,160,9.411764705882353,1.5740103717952532,0.6454630336983277,0.28520499108734404
411,mp-1103281,NClO,12,-0.5091620072966668,12,60,10.0,0.0,0.8888888888888892,0.9090909090909091
412,mp-1195835,Ga2SbTe4Cl7,56,-1.0240680682371432,56,206,7.357142857142857,1.7971065179155892,0.4369047619047617,0.13376623376623376
413,mp-1104306,Rb3(SeO4)2,13,-1.5943986406324604,13,68,10.461538461538462,0.7457969011409737,0.8595959595959595,0.8717948717948718
414,mp-1096608,BaSrTl2,4,1.0144227375,4,4,2.0,0.0,0.0,0.6666666666666666
415,mp-1044071,CrNiP2O9,52,-2.0069695623489006,52,418,16.076923076923077,1.795787312296731,0.5511206798150121,0.3152337858220211
416,mp-1212562,NaCrH12(SO4)2,96,-0.8483892443360409,96,1096,22.833333333333332,1.7950549357115015,0.43849069167920934,0.24035087719298245
417,mp-1192884,Fe23C6,29,0.04635208922413748,29,332,22.896551724137932,2.218182349803502,0.8245975345366825,0.8177339901477833
418,mp-1041214,CaHo(FeO3)2,20,-2.66355229075,20,164,16.4,0.7999999999999999,0.8539869281045748,0.8631578947368421
419,mp-1215106,CeGe3Pt5,36,-0.6897183572222221,36,152,8.444444444444445,1.3425606637327303,0.5888648388648394,0.24126984126984127
420,mp-1205313,SmAgAs2,8,-0.7696552056249999,8,20,5.0,0.0,0.6,0.7142857142857143
421,mp-1200456,K3Al3OF12,38,-3.353289433922632,38,306,16.105263157894736,2.268659164447611,0.6204429797023899,0.4352773826458037
422,mp-1096078,InBiPb2,4,1.1991244629166666,4,4,2.0,0.0,0.0,0.6666666666666666
423,mp-1192710,Ni(ClO2)2,28,0.34531694192571394,28,188,13.428571428571429,1.1780301787479028,0.6827220398648972,0.4973544973544973
424,mp-1223968,Ho2SiGe,4,-0.83322035625,4,6,3.0,0.0,1.0,1.0
425,mp-1176224,Li9Mn2Co5O16,32,-1.8569981831849995,32,315,19.6875,0.5266343608235224,0.6866671888053467,0.6350806451612904
426,mp-631467,BeInSi2,4,0.7155740804166659,4,6,3.0,0.0,1.0,1.0
427,mp-1211137,LiNd(WO4)2,24,-2.6416953210416665,24,214,17.833333333333332,1.9075871903765995,0.7818140121545696,0.7753623188405797
428,mp-1218921,SnSbO4,6,-1.8991389591666668,6,15,5.0,0.0,1.0,1.0
429,mp-1224395,Hf(AlFe)6,13,-0.38093472884615337,13,69,10.615384615384615,0.624926031125843,0.8704739704739707,0.8846153846153846
430,mp-1207970,Tm5BiPt2,16,-0.9384172212499999,16,90,11.25,1.6393596310755,0.7501900876900878,0.75
431,mp-1103461,As4BrNO6,12,-0.8568888366566666,12,41,6.833333333333333,1.067187372905475,0.6740740740740742,0.6212121212121212
432,mp-1186488,Pm3Ag,4,0.0007920068749998066,4,6,3.0,0.0,1.0,1.0
433,mp-1211938,La3TaGa5O14,23,-2.946397750326088,23,173,15.043478260869565,1.041665091366169,0.6675770308123247,0.6837944664031621
434,mp-1207738,Zn4(MoO4)3,76,-1.8755302807894736,76,592,15.578947368421053,1.4259175983309544,0.503598173412415,0.20771929824561403
